,categorie,nom_recette,ingredients,preparation,nb_etape
849,dessert,Quatre quarts ultra simple,"['250 g de beurre ramoli ', ' 250 g de farine', ' 250 g de sucre semoule', ' 4 oeuf', ' 2 sachet de sucre vanillé', ' 1 cuillère à café de levure chimique']"," Cette recette à comme particularité qu'il ne faut pas faire fondre le beurre ni monter les blancs en neige. De plus, je la réalise au fouet électrique du début à la fin et je n'utilise qu'un récipient. Donc rapide et peu de vaisselle. Sortir le beurre du frigo 1h à l'avance pour qu'il ramolisse. Préchauffer le four à 180°C. Dans un saladier mettre le beurre ramolli et le sucre. Mélanger au fouet électrique. Ajouter un à un les oeufs. Terminer en incorporant la farine et la levure. Beurrer et fariner un moule, moi j'utilise un moule en forme de courronne, je trouve que ça change et de plus, ça cuit plus vite. Verser le mélange dans le moule et faite cuire 30 min, vérifiez avec le couteau et laissez encore cuire 10 min si nécessaire.",9
850,dessert,Gâteau aux pommes (sans gluten),"['80 g de farine de riz ', ' 40 g de fécule de maïs', ' 70 g de sucre roux de canne ', ' 30 cl de lait de soja', ' 2 oeuf', ' 1 cuillère à café de levure chimique sans gluten ', ' 5 pomme moyennes ', ' 1 sachet de sucre vanillé', ' 1 pincée de cannelle en poudre ', ' 1 pincée de sel']"," Préchauffez le four à 210°C (thermostat 7). Beurrez légèrement le moule ou prendre un moule en silicone. Épluchez les 5 pommes, ôtez les cœurs et coupez-les en tranches fines. Mettez celles-ci dans le moule beurré ou dans le moule silicone. Versez dans le saladier la farine, la fécule de maïs, la levure chimique, le sucre vanillé et la pincée de cannelle. Mélangez bien. Séparez les blancs des jaunes d’œufs et réservez. Incorporez les 2 jaunes d’œufs dans le saladier de farine/sucre et mélangez bien avec une spatule pour obtenir une pâte lisse et homogène. Incorporez ensuite le lait tout en remuant jusqu'à ce qu'elle soit très lisse. Battre les blancs d'œufs en neige, mélangez délicatement dans le saladier et versez sur les pommes. Enfournez pour 30 min environ. Laissez tiédir ou refroidir le gâteau avant de déguster.",13
854,dessert,Crêpes diététiques,"['250 g de farine', ' 2 oeuf', ' 50 cl de lait écrémé ou demi-écrémé ', ' 1 cuillère à soupe dhuile', ' 1 pincée de sel', ' arôme ou sucre facultatif ']"," Dans le lait, ajouter petit à petit les œufs, la farine, le sel, le sucre, l'huile). Bien mixer, puis faire dorer chaque face à la poêle, comme pour toute crêpe.",2
858,dessert,Pâte à crêpes maison,"['125 g de farine', ' 3 oeuf', ' 35 cl de lait', ' 1 pincée de sel', ' 1 cuillère à soupe dhuile']"," Dans un saladier, versez la farine en fontaine et cassez 3 œufs au milieu.  Incorporez-les à la farine, en remuant avec une cuillère en bois.  Versez ensuite le lait et l'huile, en délayant progressivement de manière à éviter les grumeaux.  Si vous faites des crêpes sucrées, ajoutez 2 cuillères à soupe de sucre. Ajoutez une pincée de sel  Laissez reposer la pâte si possible 1 h avant de l'utiliser.  Si vous voulez des crêpes plus fines, mettez moitié eau, moitié lait. Si vous les désirez plus légères, remplacez 1 verre de lait par un verre de bière. Si vous les aimez plus moelleuses, incorporez 1 blanc d'œuf battu en neige à la pâte, au moment de confectionner les crêpes.",8
861,dessert,Gaufres (sans beurre),"['8 jaune doeuf', ' 8 cuillère à soupe deau chaude ', ' 160 g de sucre', ' 1 citron + zeste râpé ', ' 240 g de farine', ' 1 cuillère à café de poudre à lever', ' 8 blanc doeuf']"," Mélanger les jaunes d'oeufs, l'eau, le sucre et le zeste du citron, jusqu'à obtention d'une pâte lisse. Ajouter la farine et la poudre à lever. Monter les blancs d'oeufs en neige, et les mélanger délicatement à la préparation. Faire cuire la pâte immédiatement dans un gaufrier.",4
866,dessert,Cheesecake au chocolat,"['150 g de petit beurre', ' 2 cuillère à soupe de cacao sucré ', ' 6 cuillère à soupe de beurre fondu ', ' 500 g de fromage blanc maigre égoutté ', ' 1 barquette de fromage type st moret ', ' 180 g de sucre en poudre', ' 1 cuillère à café dextrait de vanille', ' 4 oeuf jaunes et blancs séparés ', ' 80 g de chocolat noir à 70 % ']"," Préchauffez le four à 180°C.  Pour la pâte :  Émiettez les biscuits et mélangez-les avec le cacao et le beurre fondu, puis tassez-les dans le fond d'un moule à manqué tapissé de papier sulfurisé en une couche homogène.  Pour la garniture :  Mélangez les deux fromages, le sucre, la vanille et les jaunes d'oeufs.  Battez les blancs en neige et incorporez-les délicatement.  Versez ce mélange sur la pâte et cassez le chocolat en morceaux sur le dessus.  Faites cuire environ une heure au four à 180C° et laissez refroidir complètement avant de déguster.",8
867,dessert,Gâteau au chocolat fondant sans farine,"['200 g de chocolat dessert ', ' 6 oeuf jaunes et blancs séparés ', ' 60 g de beurre', ' 125 g de sucre']"," Préchauffer le four à 180°C (thermostat 6), chaleur tournante. Mélanger les jaunes des oeufs et le sucre, réserver les blancs. Faire fondre le chocolat au bain-marie puis ajouter le beurre. Ajouter le mélange au chocolat au mélange oeufs/sucre. Monter les blancs en neige bien fermes, puis les incorporer délicatement à la préparation. Beurrer un moule en teflon (2 précautions valent mieux qu'une, il est dur à démouler sinon) puis verser la préparation. Enfourner entre de une demi-heure à 45 mn. Attention, le gâteau gonfle beaucoup, mais risque de dégonfler au refroidissement... Donc si vous voulez éviter un cratère, baissez le four à 50°C au bout d'une demi-heure et laissez jusqu'à une demi-heure supplémentaire, jusqu'à ce que le dessus du gâteau soit ferme...mais pas brûlé!",6
873,dessert,Cupcakes à la vanille,"['75 g de beurre', ' 135 g de sucre', ' 1 oeuf', ' 1 cuillère à café dextrait de vanille', ' 20 cl de crème épaisse', ' 150 g de farine', ' 1 cuillère à café rase de bicarbonate', ' 1 cuillère à café rase de levure chimique', ' 1 pincée de sel', ' glaçage crème au beurre ', ' 60 g de beurre', ' 30 g de sucre glace', ' 2 cuillère à café dextrait de vanille']"," Travailler le beurre ramolli et le sucre jusqu'à obtenir une préparation crémeuse. Ajouter l'oeuf entier, l'extrait de vanille et la crème entière. Mélanger. Ajouter petit à petite la farine, préalablement mélangée avec le bicarbonate, la levure et le sel. Vous devez obtenir une pâte légèrement collante. Répartir dans des petits moules en papier sulfurisé (ou dans un moule à muffins). Attention, ne pas remplir plus de la moitié de la hauteur, sinon ça débordera à la cuisson ! Enfourner 25 minutes à 180°C. A la fin de la cuisson, la lame d'un couteau doit ressortir sèche. A l'aide d'un fouet électrique, battre le beurre ramolli en y ajoutant progressivement le sucre glace pour obtenir une crème au beurre. Ajouter l'extrait de vanille. Recouvrir le sommet des cupcakes de crème au beurre. Vous pouvez décorer avec une demi fraise, c'est délicieux.",11
876,dessert,Fondant à la crème de marrons et au chocolat,"['500 g de crème de marron vanillée ', ' 100 g de chocolat noir dessert à 61 ou 65% de cacao ', ' 3 oeuf', ' 100 g de beurre + 10 g pour le moule ']"," Préchauffer le four à thermostat 5 (150°C). Faire fondre le chocolat au bain-marie avec le beurre. Lisser le mélange. Ajouter à la crème de marron en fouettant. Battre les oeufs entiers, et incorporer progressivement au mélange en remuant très vivement pour obtenir une préparation homogène. Verser dans un moule à gâteau beurré et fariné. Cuire entre 20 et 30 minutes (toujours à 150°C): à chacun de calibrer sa cuisson... Pour moi, il est toujours ressorti fondant du coeur jusqu'aux bords!",5
879,dessert,Mousse noix de coco simple et rapide,"['400 ml de lait de cocoen brique en grande surface', ' 50 g de sucre en poudre', ' 50 g de noix de coco rapé ', ' 5 blanc doeuf']"," Mélangé le lait de coco, le sucre et la noix de coco râpé. De l'autre battre les blancs en neige ( petite astuce saupoudrer d'un peu de sucre pour les rendre plus ferme ); Puis mélangé délicatement les blancs à la préparation de lait de coco. Mettre dans des ramequins puis au frigo min 2h et c'est prêt a servir.",1
880,dessert,"Crumble pommes, bananes et chocolat","['3 pomme', ' 2 banane', ' 100 g de chocolat', ' 90 g de sucre', ' 90 g de farine', ' 90 g de beurre']"," Pelez les pommes et coupez les en petits morceaux; coupez les bananes en rondelles. Installez les pommes au fond d'un plat, puis les bananes par dessus. Hachez le chocolat au mixer, et versez le sur les fruits. Préparez la pate à crumble : mélangez le beurre préalablement coupé en morceaux avec le sucre et la farine, de telle sorte que la préparation s'éffrite. Disposez cette pate sur les fruits et le chocolat. Faites cuire 30 minutes à 180° (il faut que la pate à crumble soit croustillante). Régalez vous quand c'est encore chaud !",7
884,dessert,Moelleux à la crème de marron,"['500 g de crème de marron', ' 100 g de beurre', ' 4 oeuf']", Faire fondre le beurre et le mélanger à la crème de marron avec les 4 jaunes d'oeuf.  Battre les blancs en neige et les incorporer.  Mettre au four 150°C pendant 45 min. C'est tout !,3
888,dessert,Les gaufres à la bière de tata dede,"['250 g de farine', ' 3 oeuf', ' 1 pincée de sel', ' 125 g de sucre', ' 20 cl de lait', ' 20 cl de bière', ' 1 cuillère à café de levure chimique', ' 100 g de beurre fondu ']"," Mélanger la farine, la levure, le sucre et les jaunes d'oeufs puis la bière et le lait.  Ajouter le beurre fondu puis les blancs d'oeuf préalablement montés en neige.  Laisser reposer 2-3 heures ou plus.  Verser la préparation dans un moule à gaufres ou un gaufrier, puis faire cuire 3-5 min.",4
891,dessert,Mini-délices au citron sans culpabiliser,"['100 g de fromage blanc à 0% ', ' 1 citron jus + zeste ', ' 3 cuillère à soupe de sucre', ' 2 cuillère à soupe de farine', ' 1 cuillère à café de levure chimique', ' 1 oeuf', ' 20 g de beurre fondu ']"," Battre l'oeuf et le sucre jusqu'à obtenir un mélange mousseux.  Ajouter le fromage blanc, puis le citron (jus et zeste), la farine, la levure et le beurre. Verser dans 4 petits ramequins.  Enfourner à 170°C jusqu'à ce que le dessus commence juste à dorer!  Aussi bon tiède que très frais. Egalement délicieux servis avec un coulis (ou confiture) de fruits rouges.",4
896,dessert,Glace à la framboise,"['500 g de framboise fraîches ', ' 300 g de sucre semoule', ' 4 oeuf entiers ', ' 40 cl de crème fraîche liquide']"," Dans une casserole, mettre à feu doux les framboises et 200 g de sucre. Bien écraser les fruits avec une fourchette, au bout de 10 min retirer du feu et passer les fruits dans un tamis afin d'en récolter que le jus, laisser refroidir. Séparer les blancs des jaunes d'œuf et monter les blancs en neige. Ajouter 100 g de sucre aux 4 jaunes d'œuf et faire blanchir le mélange. Ajouter la crème fraîche liquide et incorporer délicatement les blancs en neige. Mettre dans la turbine à glace, une fois que la glace est prise ajouter le jus de framboises et laisser tourner encore 10 min. Mettre dans un bac à glace.",7
897,dessert,Kaiserschmarrn,"['25 cl de lait', ' 150 g de farine', ' 1 pincée de sel', ' 4 oeuf', ' 30 g de sucre', ' 1 noisette de beurre']"," Dans un saladier, mélangez le lait, la farine, le sel et les jaunes d'oeufs. Dans un second saladier, battez les blancs d'oeufs avec le sucre en neige. Mélangez le contenu des deux saladiers. Dans la poêle, faites fondre le beurre puis cuisez la préparation comme s'il s'agissait d'une crèpe (la dose de préparation obtenue étant grande, je vous conseille de cuire la préparation en deux fois). Cassez la ""crêpe"" obtenue avec une fourchette ou coupez-la avec un couteau et servez encore chaud ou tiède, saupoudré de sucre glace, et accompagné de confiture d'airelles ou de compotes de pomme.",5
898,dessert,Crème aux oeufs de ma maman,"['8 oeuf', ' 1 l de lait', ' 300 g de sucre', ' 1 sachet de sucre vanillé', ' caramel liquide ']"," Mettre à chauffer le lait et le sucre vanillé. Pendant ce temps, battre les œufs dans un grand saladier avec le sucre. Battre jusqu'à ce que le mélange blanchisse un peu (environ 5 minutes). Quand le lait est chaud, le verser sur la préparation aux œufs et bien remuer. Prendre un grand moule à manqué et verser sur le fond un peu de caramel, selon vos goûts. Ajouter ensuite la préparation aux œufs. Préchauffer le four thermostat 6 (180°C).  Faire cuire environ 30 minutes au bain-marie dans le four (mon astuce pour faire cuire au bain-marie, j'utilise la plaque pour faire des gâteaux roulés que je remplis d'eau et je mets ensuite le plat). La crème doit être dorée. Laisser refroidir avant dégustation.",8
902,dessert,Mousse au chocolat et mascarpone,"['3 oeuf', ' 40 g de sucre en poudre', ' 100 g de mascarpone', ' 200 g de chocolat']", Mélanger les jaunes d'œufs avec le sucre puis ajouter le mascarpone et le chocolat fondu. Battre les blancs en neige et tout mélanger. Mettre dans des ramequins et laisser au frais 2h avant dégustation.,3
903,dessert,Crumble simple,"['3 pomme ou 3 poires ', ' 150 g de farine', ' 75 g de beurre', ' 120 g de sucre']"," Préchauffer le four à 180°C (thermostat 6). Peler les pommes. Couper les pommes en dés. Dans un saladier, mélanger la farine au sucre, puis au beurre  Malaxer le tout avec les doigts pour obtenir une pâte sableuse. Beurrer le moule, y disposer les pommes tranchées (ou les poires) et placer la pâte par dessus. Laisser cuire 25 min. Servir avec une crème anglaise.",7
904,dessert,Kalbelouz /Gabelouze,"['1 kg de semoule', ' 700 g de sucre cristallisé ', ' 1 verre deau', ' 300 g de sucre cristallisé ', ' 1.5 l deau', ' eau de fleur d’oranger ']"," La pâte : mélangez le tout avec un batteur pendant 3 minutes, laissez reposer 8 à 10 heures. Après le repos, mélangez la pâte avec le batteur 1 à 2 minutes, versez immédiatement la pâte dans un plateau graissé avec du s’men (beurre traditionnel), aplatissez bien la pâte avec le s’men sur la surface, faites cuire à four moyen. Après cuisson, versez dessus le sirop. Secret de réussite : si vous voulez que votre kalbelouz soit réussi, il faut laisser le sirop tiède avant de le verser sur la pâte encore chaude.",4
906,dessert,Riz au lait chocolaté,"['1 l de lait', ' 100 g de riz blanc rond ', ' 5 cuillère à soupe de sucre', ' 1 sachet de sucre vanillé', ' 200 g de chocolat']"," Faites bouillir le lait avec le sucre, le sucre vanillé et le chocolat fondu. Versez le riz et baissez le feu pour obtenir un bouillonnement léger : le riz doit cuire très lentement. Une fois le riz bien gonflé (presque au niveau du lait), coupez le feu et laissez refroidir. Le riz va finir de s'imbiber du lait en refroidissant. On peut servir ce dessert tiède ou froid, dans des ramequins.",4
